,Date (M/D/YYYY),Time (H:MM:SS),Topocentric zenith angle,Top. azimuth angle (eastward from N),Top. azimuth angle (westward from S),Julian day
0,1/1/2017,0:00:00,157.863107,308.657327,128.657327,2457754.375
1,1/1/2017,0:15:00,160.03421699999998,316.136781,136.136781,2457754.385417
2,1/1/2017,0:30:00,161.901608,325.052191,145.052191,2457754.395833
3,1/1/2017,0:45:00,163.360197,335.548911,155.548911,2457754.40625
4,1/1/2017,1:00:00,164.29378799999998,347.49901800000004,167.499018,2457754.416667
5,1/1/2017,1:15:00,164.60542,0.342426,180.342426,2457754.427083
6,1/1/2017,1:30:00,164.257746,13.158544000000001,193.158544,2457754.4375
7,1/1/2017,1:45:00,163.292229,25.0389,205.0389,2457754.447917
8,1/1/2017,2:00:00,161.807943,35.448421999999994,215.44842200000002,2457754.458333
9,1/1/2017,2:15:00,159.921073,44.279332000000004,224.27933199999998,2457754.46875
10,1/1/2017,2:30:00,157.735605,51.686411,231.686411,2457754.479167
11,1/1/2017,2:45:00,155.332971,57.91614499999999,237.91614500000003,2457754.489583
12,1/1/2017,3:00:00,152.77306399999998,63.211636999999996,243.21163700000002,2457754.5
13,1/1/2017,3:15:00,150.098947,67.778013,247.778013,2457754.510417
14,1/1/2017,3:30:00,147.341567,71.77753,251.77752999999998,2457754.520833
15,1/1/2017,3:45:00,144.523434,75.335288,255.335288,2457754.53125
16,1/1/2017,4:00:00,141.661226,78.54711999999999,258.54712,2457754.541667
17,1/1/2017,4:15:00,138.76759099999998,81.48670200000001,261.486702,2457754.552083
18,1/1/2017,4:30:00,135.852364,84.211187,264.211187,2457754.5625
19,1/1/2017,4:45:00,132.923408,86.76544799999999,266.765448,2457754.572917
20,1/1/2017,5:00:00,129.987189,89.185213,269.185213,2457754.583333
21,1/1/2017,5:15:00,127.04918400000001,91.499352,271.499352,2457754.59375
22,1/1/2017,5:30:00,124.11417900000001,93.731576,273.73157599999996,2457754.604167
23,1/1/2017,5:45:00,121.18647299999999,95.901676,275.90167599999995,2457754.614583
24,1/1/2017,6:00:00,118.270049,98.02646,278.02646,2457754.625
25,1/1/2017,6:15:00,115.36868999999999,100.120451,280.120451,2457754.635417
26,1/1/2017,6:30:00,112.486084,102.196427,282.196427,2457754.645833
27,1/1/2017,6:45:00,109.625901,104.265825,284.265825,2457754.65625
28,1/1/2017,7:00:00,106.79186200000001,106.33906599999999,286.339066,2457754.666667
29,1/1/2017,7:15:00,103.9878,108.425798,288.425798,2457754.677083
30,1/1/2017,7:30:00,101.21771700000001,110.535096,290.535096,2457754.6875
31,1/1/2017,7:45:00,98.485831,112.675606,292.675606,2457754.697917
32,1/1/2017,8:00:00,95.796628,114.85566599999999,294.85566600000004,2457754.708333
33,1/1/2017,8:15:00,93.154905,117.083386,297.08338599999996,2457754.71875
34,1/1/2017,8:30:00,90.014178,119.36670500000001,299.36670499999997,2457754.729167
35,1/1/2017,8:45:00,87.760906,121.713412,301.713412,2457754.739583
36,1/1/2017,9:00:00,85.398466,124.131147,304.131147,2457754.75
37,1/1/2017,9:15:00,83.050907,126.62736299999999,306.627363,2457754.760417
38,1/1/2017,9:30:00,80.759684,129.209256,309.209256,2457754.770833
39,1/1/2017,9:45:00,78.543617,131.883657,311.88365699999997,2457754.78125
40,1/1/2017,10:00:00,76.41534899999999,134.656876,314.65687599999995,2457754.791667
41,1/1/2017,10:15:00,74.385637,137.534511,317.534511,2457754.802083
42,1/1/2017,10:30:00,72.46471700000001,140.521198,320.52119799999997,2457754.8125
43,1/1/2017,10:45:00,70.662773,143.620326,323.620326,2457754.822917
44,1/1/2017,11:00:00,68.990077,146.83371599999998,326.83371600000004,2457754.833333
45,1/1/2017,11:15:00,67.456969,150.161273,330.161273,2457754.84375
46,1/1/2017,11:30:00,66.073738,153.600648,333.600648,2457754.854167
47,1/1/2017,11:45:00,64.850435,157.146926,337.14692599999995,2457754.864583
48,1/1/2017,12:00:00,63.79663299999999,160.7924,340.7924,2457754.875
49,1/1/2017,12:15:00,62.921147,164.526445,344.526445,2457754.885417
50,1/1/2017,12:30:00,62.231739000000005,168.335569,348.335569,2457754.895833
51,1/1/2017,12:45:00,61.734821,172.20363799999998,352.203638,2457754.90625
52,1/1/2017,13:00:00,61.435190000000006,176.112311,356.112311,2457754.916667
53,1/1/2017,13:15:00,61.335809,180.04165,0.04165,2457754.927083
54,1/1/2017,13:30:00,61.437674,183.970885,3.970885,2457754.9375
55,1/1/2017,13:45:00,61.739766,187.879254,7.8792539999999995,2457754.947917
56,1/1/2017,14:00:00,62.239095999999996,191.746834,11.746834,2457754.958333
57,1/1/2017,14:15:00,62.930848,195.555307,15.555307,2457754.96875
58,1/1/2017,14:30:00,63.80859,199.288572,19.288572,2457754.979167
59,1/1/2017,14:45:00,64.864548,202.933169,22.933169,2457754.989583
60,1/1/2017,15:00:00,66.089893,206.478515,26.478515,2457755.0
61,1/1/2017,15:15:00,67.475045,209.916936,29.916936,2457755.010417
62,1/1/2017,15:30:00,69.009949,213.243555,33.243555,2457755.020833
63,1/1/2017,15:45:00,70.684313,216.45605299999997,36.456053000000004,2457755.03125
64,1/1/2017,16:00:00,72.487799,219.554365,39.554365000000004,2457755.041667
65,1/1/2017,16:15:00,74.41013199999999,222.540336,42.540335999999996,2457755.052083
66,1/1/2017,16:30:00,76.44113,225.41737799999999,45.417378,2457755.0625
67,1/1/2017,16:45:00,78.570553,228.190144,48.190144000000004,2457755.072917
68,1/1/2017,17:00:00,80.78762900000001,230.864248,50.864247999999996,2457755.083333
69,1/1/2017,17:15:00,83.079676,233.44601400000002,53.446014,2457755.09375
70,1/1/2017,17:30:00,85.427736,235.942285,55.942285,2457755.104167
71,1/1/2017,17:45:00,87.78983000000001,238.360269,58.360268999999995,2457755.114583
72,1/1/2017,18:00:00,90.040646,240.707431,60.70743100000001,2457755.125
73,1/1/2017,18:15:00,93.18715999999999,242.991425,62.991425,2457755.135417
74,1/1/2017,18:30:00,95.82942800000001,245.22005499999997,65.220055,2457755.145833
75,1/1/2017,18:45:00,98.519094,247.40127400000003,67.401274,2457755.15625
76,1/1/2017,19:00:00,101.251359,249.54321099999999,69.543211,2457755.166667
77,1/1/2017,19:15:00,104.021736,251.654228,71.654228,2457755.177083
78,1/1/2017,19:30:00,106.826004,253.742998,73.742998,2457755.1875
79,1/1/2017,19:45:00,109.660156,255.81862599999997,75.818626,2457755.197917
80,1/1/2017,20:00:00,112.520353,257.8908,77.8908,2457755.208333
81,1/1/2017,20:15:00,115.402864,259.969987,79.969987,2457755.21875
82,1/1/2017,20:30:00,118.30400700000001,262.06768,82.06768000000001,2457755.229167
83,1/1/2017,20:45:00,121.22008000000001,264.196725,84.196725,2457755.239583
84,1/1/2017,21:00:00,124.147279,266.371727,86.371727,2457755.25
85,1/1/2017,21:15:00,127.081598,268.609596,88.609596,2457755.260417
86,1/1/2017,21:30:00,130.018705,270.930247,90.930247,2457755.270833
87,1/1/2017,21:45:00,132.953774,273.357541,93.357541,2457755.28125
88,1/1/2017,22:00:00,135.881275,275.920537,95.920537,2457755.291667
89,1/1/2017,22:15:00,138.794677,278.655187,98.655187,2457755.302083
90,1/1/2017,22:30:00,141.686027,281.606644,101.60664399999999,2457755.3125
91,1/1/2017,22:45:00,144.545378,284.83239100000003,104.832391,2457755.322917
92,1/1/2017,23:00:00,147.35993100000002,288.406479,108.406479,2457755.333333
93,1/1/2017,23:15:00,150.112807,292.42514,112.42513999999998,2457755.34375
94,1/1/2017,23:30:00,152.781239,297.013801,117.013801,2457755.354167
95,1/1/2017,23:45:00,155.333949,302.33477200000004,122.334772,2457755.364583
96,1/2/2017,0:00:00,157.727472,308.592504,128.592504,2457755.375
97,1/2/2017,0:15:00,159.90149399999999,316.02783900000003,136.027839,2457755.385417
98,1/2/2017,0:30:00,161.7743,324.882089,144.88208899999998,2457755.395833
99,1/2/2017,0:45:00,163.242077,335.300938,155.300938,2457755.40625
100,1/2/2017,1:00:00,164.189717,347.165392,167.165392,2457755.416667
101,1/2/2017,1:15:00,164.52023400000002,359.93442999999996,179.93443,2457755.427083
102,1/2/2017,1:30:00,164.194475,12.707133,192.707133,2457755.4375
103,1/2/2017,1:45:00,163.251018,24.580961,204.580961,2457755.447917
104,1/2/2017,2:00:00,161.786545,35.011536,215.01153599999998,2457755.458333
105,1/2/2017,2:15:00,159.916151,43.877143,223.87714300000002,2457755.46875
106,1/2/2017,2:30:00,157.743789,51.322176,231.32217599999998,2457755.479167
107,1/2/2017,2:45:00,155.351342,57.587685,237.58768500000002,2457755.489583
108,1/2/2017,3:00:00,152.79926799999998,62.914699,242.914699,2457755.5
109,1/2/2017,3:15:00,150.131136,67.507992,247.507992,2457755.510417
110,1/2/2017,3:30:00,147.378299,71.530176,251.53017599999998,2457755.520833
111,1/2/2017,3:45:00,144.563576,75.10692900000001,255.106929,2457755.53125
112,1/2/2017,4:00:00,141.703881,78.334672,258.334672,2457755.541667
113,1/2/2017,4:15:00,138.812035,81.287604,261.287604,2457755.552083
114,1/2/2017,4:30:00,135.89800300000002,84.023314,264.023314,2457755.5625
115,1/2/2017,4:45:00,132.969744,86.58703299999999,266.587033,2457755.572917
116,1/2/2017,5:00:00,130.0338,89.014776,269.014776,2457755.583333
117,1/2/2017,5:15:00,127.095703,91.335646,271.335646,2457755.59375
118,1/2/2017,5:30:00,124.160278,93.573538,273.573538,2457755.604167
119,1/2/2017,5:45:00,121.23185900000001,95.748395,275.748395,2457755.614583
120,1/2/2017,6:00:00,118.314451,97.877146,277.877146,2457755.625
121,1/2/2017,6:15:00,115.411854,99.97441500000001,279.97441499999996,2457755.635417
122,1/2/2017,6:30:00,112.527767,102.05305899999999,282.05305899999996,2457755.645833
123,1/2/2017,6:45:00,109.66586699999999,104.124586,284.12458599999997,2457755.65625
124,1/2/2017,7:00:00,106.82988,106.199472,286.199472,2457755.666667
125,1/2/2017,7:15:00,104.023641,108.287415,288.287415,2457755.677083
126,1/2/2017,7:30:00,101.25115,110.397529,290.397529,2457755.6875
127,1/2/2017,7:45:00,98.516621,112.5385,292.5385,2457755.697917
128,1/2/2017,8:00:00,95.824534,114.7187,294.7187,2457755.708333
129,1/2/2017,8:15:00,93.179682,116.94627,296.94627,2457755.71875
130,1/2/2017,8:30:00,90.032085,119.22918200000001,299.229182,2457755.729167
131,1/2/2017,8:45:00,87.777516,121.57525700000001,301.57525699999997,2457755.739583
132,1/2/2017,9:00:00,85.411913,123.992171,303.992171,2457755.75
133,1/2/2017,9:15:00,83.06039399999999,126.48741499999998,306.487415,2457755.760417
134,1/2/2017,9:30:00,80.76478,129.068229,309.06822900000003,2457755.770833
135,1/2/2017,9:45:00,78.54397800000001,131.741493,311.741493,2457755.78125
136,1/2/2017,10:00:00,76.41065400000001,134.513574,314.513574,2457755.791667
137,1/2/2017,10:15:00,74.375579,137.39013400000002,317.390134,2457755.802083
138,1/2/2017,10:30:00,72.448995,140.37588200000002,320.375882,2457755.8125
139,1/2/2017,10:45:00,70.641098,143.474289,323.474289,2457755.822917
140,1/2/2017,11:00:00,68.96217800000001,146.687264,326.687264,2457755.833333
141,1/2/2017,11:15:00,67.4226,150.014806,330.014806,2457755.84375
142,1/2/2017,11:30:00,66.032687,153.45466000000002,333.45466,2457755.854167
143,1/2/2017,11:45:00,64.802533,157.002006,337.002006,2457755.864583
144,1/2/2017,12:00:00,63.741764,160.649218,340.649218,2457755.875
145,1/2/2017,12:15:00,62.85925699999999,164.385742,344.385742,2457755.885417
146,1/2/2017,12:30:00,62.162842000000005,168.19813200000002,348.198132,2457755.895833
147,1/2/2017,12:45:00,61.659006999999995,172.070272,352.07027200000005,2457755.90625
148,1/2/2017,13:00:00,61.352622,175.98380600000002,355.983806,2457755.916667
149,1/2/2017,13:15:00,61.246725,179.918752,359.918752,2457755.927083
150,1/2/2017,13:30:00,61.342381,183.85426,3.85426,2457755.9375
151,1/2/2017,13:45:00,61.638629,187.76946,7.7694600000000005,2457755.947917
152,1/2/2017,14:00:00,62.132528,191.644305,11.644305000000001,2457755.958333
153,1/2/2017,14:15:00,62.819295,195.460341,15.460341,2457755.96875
154,1/2/2017,14:30:00,63.692522,199.201327,19.201327,2457755.979167
155,1/2/2017,14:45:00,64.744437,202.853675,22.853675,2457755.989583
156,1/2/2017,15:00:00,65.966211,206.40668200000002,26.406682,2457756.0
157,1/2/2017,15:15:00,67.348248,209.852579,29.852579,2457756.010417
158,1/2/2017,15:30:00,68.880471,213.186408,33.186408,2457756.020833
159,1/2/2017,15:45:00,70.552564,216.40579300000002,36.405793,2457756.03125
160,1/2/2017,16:00:00,72.35416,219.510632,39.510632,2457756.041667
161,1/2/2017,16:15:00,74.274962,222.502748,42.502748,2457756.052083
162,1/2/2017,16:30:00,76.30476999999999,225.38554399999998,45.385544,2457756.0625
163,1/2/2017,16:45:00,78.43335,228.16367999999997,48.16368,2457756.072917
164,1/2/2017,17:00:00,80.64998,230.84277999999998,50.84278,2457756.083333
165,1/2/2017,17:15:00,82.942149,233.429189,53.429189,2457756.09375
166,1/2/2017,17:30:00,85.291485,235.929772,55.929772,2457756.104167
167,1/2/2017,17:45:00,87.658254,238.351762,58.351762,2457756.114583
168,1/2/2017,18:00:00,89.92275500000001,240.70265099999997,60.702651,2457756.125
169,1/2/2017,18:15:00,93.04643399999999,242.99011600000003,62.990116,2457756.135417
170,1/2/2017,18:30:00,95.68867,245.221987,65.221987,2457756.145833
171,1/2/2017,18:45:00,98.37836800000001,247.406242,67.406242,2457756.15625
172,1/2/2017,19:00:00,101.110716,249.55102999999997,69.55103000000001,2457756.166667
173,1/2/2017,19:15:00,103.881213,251.664732,71.664732,2457756.177083
174,1/2/2017,19:30:00,106.685625,253.75603700000002,73.756037,2457756.1875
175,1/2/2017,19:45:00,109.51993600000002,255.834064,75.834064,2457756.197917
176,1/2/2017,20:00:00,112.380293,257.908509,77.908509,2457756.208333
177,1/2/2017,20:15:00,115.262957,259.989841,79.989841,2457756.21875
178,1/2/2017,20:30:00,118.164235,262.08955299999997,82.08955300000001,2457756.229167
179,1/2/2017,20:45:00,121.080417,264.22047799999996,84.220478,2457756.239583
180,1/2/2017,21:00:00,124.00769,266.397199,86.397199,2457756.25
181,1/2/2017,21:15:00,126.94203799999998,268.636589,88.636589,2457756.260417
182,1/2/2017,21:30:00,129.87912,270.958504,90.958504,2457756.270833
183,1/2/2017,21:45:00,132.81410400000001,273.386713,93.386713,2457756.28125
184,1/2/2017,22:00:00,135.741453,275.95014100000003,95.950141,2457756.291667
185,1/2/2017,22:15:00,138.654632,278.68453999999997,98.68454,2457756.302083
186,1/2/2017,22:30:00,141.545692,281.63476099999997,101.634761,2457756.3125
187,1/2/2017,22:45:00,144.404695,284.857838,104.85783799999999,2457756.322917
188,1/2/2017,23:00:00,147.218873,288.427151,108.427151,2457756.333333
189,1/2/2017,23:15:00,149.97141100000002,292.43791600000003,112.43791599999999,2457756.34375
190,1/2/2017,23:30:00,152.639659,297.014047,117.01404699999999,2457756.354167
191,1/2/2017,23:45:00,155.192555,302.315623,122.315623,2457756.364583
192,1/3/2017,0:00:00,157.587016,308.543972,128.543972,2457756.375
193,1/3/2017,0:15:00,159.763373,315.936015,135.936015,2457756.385417
194,1/3/2017,0:30:00,161.640901,324.729425,144.729425,2457756.395833
195,1/3/2017,0:45:00,163.117089,335.069615,155.069615,2457756.40625
196,1/3/2017,1:00:00,164.07800600000002,346.845777,166.845777,2457756.416667
197,1/3/2017,1:15:00,164.426797,359.535633,179.53563300000002,2457756.427083
198,1/3/2017,1:30:00,164.122657,12.258764999999999,192.25876499999998,2457756.4375
199,1/3/2017,1:45:00,163.201318,24.120231,204.12023100000002,2457756.447917
200,1/3/2017,2:00:00,161.756972,34.567562,214.567562,2457756.458333
201,1/3/2017,2:15:00,159.903492,43.465305,223.46530499999997,2457756.46875
202,1/3/2017,2:30:00,157.74469,50.947067,230.947067,2457756.479167
203,1/3/2017,2:45:00,155.36285,57.247972999999995,237.247973,2457756.489583
204,1/3/2017,3:00:00,152.818971,62.606612,242.606612,2457756.5
205,1/3/2017,3:15:00,150.157126,67.227166,247.227166,2457756.510417
206,1/3/2017,3:30:00,147.409078,71.272472,251.27247200000002,2457756.520833
207,1/3/2017,3:45:00,144.597964,74.86871,254.86871000000002,2457756.53125
208,1/3/2017,4:00:00,141.740938,78.112852,258.112852,2457756.541667
209,1/3/2017,4:15:00,138.851,81.079598,261.079598,2457756.552083
210,1/3/2017,4:30:00,135.938253,83.82696700000001,263.82696699999997,2457756.5625
211,1/3/2017,4:45:00,133.010758,86.400543,266.400543,2457756.572917
212,1/3/2017,5:00:00,130.075131,88.836629,268.836629,2457756.583333
213,1/3/2017,5:15:00,127.13696499999999,91.164562,271.164562,2457756.59375
214,1/3/2017,5:30:00,124.20112900000001,93.408427,273.408427,2457756.604167
215,1/3/2017,5:45:00,121.27198899999999,95.588319,275.588319,2457756.614583
216,1/3/2017,6:00:00,118.353576,97.721292,277.721292,2457756.625
217,1/3/2017,6:15:00,115.449708,99.82207199999999,279.82207200000005,2457756.635417
218,1/3/2017,6:30:00,112.564097,101.903602,281.903602,2457756.645833
219,1/3/2017,6:45:00,109.700429,103.977458,283.977458,2457756.65625
220,1/3/2017,7:00:00,106.86243400000001,106.054177,286.054177,2457756.666667
221,1/3/2017,7:15:00,104.053949,108.143507,288.143507,2457756.677083
222,1/3/2017,7:30:00,101.278972,110.25460700000001,290.25460699999996,2457756.6875
223,1/3/2017,7:45:00,98.541717,112.396202,292.396202,2457756.697917
224,1/3/2017,8:00:00,95.846657,114.576699,294.576699,2457756.708333
225,1/3/2017,8:15:00,93.19858,116.804276,296.80427599999996,2457756.71875
226,1/3/2017,8:30:00,90.044981,119.08693600000001,299.086936,2457756.729167
227,1/3/2017,8:45:00,87.788426,121.43253899999999,301.432539,2457756.739583
228,1/3/2017,9:00:00,85.41933399999999,123.848795,303.848795,2457756.75
229,1/3/2017,9:15:00,83.063665,126.34323799999999,306.343238,2457756.760417
230,1/3/2017,9:30:00,80.76351,128.923154,308.923154,2457756.770833
231,1/3/2017,9:45:00,78.537837,131.595474,311.595474,2457756.78125
232,1/3/2017,10:00:00,76.39933,134.366627,314.366627,2457756.791667
233,1/3/2017,10:15:00,74.358767,137.242339,317.242339,2457756.802083
234,1/3/2017,10:30:00,72.4264,140.227397,320.227397,2457756.8125
235,1/3/2017,10:45:00,70.612436,143.325355,323.325355,2457756.822917
236,1/3/2017,11:00:00,68.927185,146.53821299999998,326.538213,2457756.833333
237,1/3/2017,11:15:00,67.381039,149.866065,329.866065,2457756.84375
238,1/3/2017,11:30:00,65.984358,153.306754,333.306754,2457756.854167
239,1/3/2017,11:45:00,64.747279,156.855552,336.855552,2457756.864583
240,1/3/2017,12:00:00,63.679486,160.50491599999998,340.50491600000004,2457756.875
241,1/3/2017,12:15:00,62.78991800000001,164.244358,344.24435800000003,2457756.885417
242,1/3/2017,12:30:00,62.086479000000004,168.060475,348.060475,2457756.895833
243,1/3/2017,12:45:00,61.575729,171.937167,351.937167,2457756.90625
244,1/3/2017,13:00:00,61.262617000000006,175.856057,355.85605699999996,2457756.916667
245,1/3/2017,13:15:00,61.150256999999996,179.797107,359.797107,2457756.927083
246,1/3/2017,13:30:00,61.23978,183.739383,3.739383,2457756.9375
247,1/3/2017,13:45:00,61.530285,187.661899,7.661899000000001,2457756.947917
248,1/3/2017,14:00:00,62.018876,191.544477,11.544477,2457756.958333
249,1/3/2017,14:15:00,62.700804000000005,195.368519,15.368519000000001,2457756.96875
250,1/3/2017,14:30:00,63.569677,199.117641,19.117641,2457756.979167
251,1/3/2017,14:45:00,64.61773000000001,202.778122,22.778122,2457756.989583
252,1/3/2017,15:00:00,65.836123,206.33914099999998,26.339140999999998,2457757.0
253,1/3/2017,15:15:00,67.215246,209.792826,29.792826,2457757.010417
254,1/3/2017,15:30:00,68.744996,213.13414500000002,33.134145000000004,2457757.020833
255,1/3/2017,15:45:00,70.415028,216.360666,36.360665999999995,2457757.03125
256,1/3/2017,16:00:00,72.214946,219.47225,39.47225,2457757.041667
257,1/3/2017,16:15:00,74.134428,222.470701,42.470701,2457757.052083
258,1/3/2017,16:30:00,76.163256,225.359421,45.359421000000005,2457757.0625
259,1/3/2017,16:45:00,78.291197,228.143077,48.143077000000005,2457757.072917
260,1/3/2017,17:00:00,80.507576,230.82730899999999,50.827309,2457757.083333
261,1/3/2017,17:15:00,82.800051,233.418483,53.418482999999995,2457757.09375
262,1/3/2017,17:30:00,85.150806,235.923491,55.923491000000006,2457757.104167
263,1/3/2017,17:45:00,87.522244,238.34959500000002,58.349594999999994,2457757.114583
264,1/3/2017,18:00:00,89.80079599999999,240.704314,60.704314000000004,2457757.125
265,1/3/2017,18:15:00,92.901822,242.995355,62.995355,2457757.135417
266,1/3/2017,18:30:00,95.544174,245.230575,65.230575,2457757.145833
267,1/3/2017,18:45:00,98.234044,247.41797799999998,67.417978,2457757.15625
268,1/3/2017,19:00:00,100.966604,249.56573799999998,69.565738,2457757.166667
269,1/3/2017,19:15:00,103.737341,251.68225499999997,71.682255,2457757.177083
270,1/3/2017,19:30:00,106.54200700000001,253.77623799999998,73.776238,2457757.1875
271,1/3/2017,19:45:00,109.376573,255.85682000000003,75.85682,2457757.197917
272,1/3/2017,20:00:00,112.237178,257.93370899999996,77.933709,2457757.208333
273,1/3/2017,20:15:00,115.120069,260.017381,80.017381,2457757.21875
274,1/3/2017,20:30:00,118.021547,262.119328,82.119328,2457757.229167
275,1/3/2017,20:45:00,120.93788799999999,264.25237599999997,84.252376,2457757.239583
276,1/3/2017,21:00:00,123.865269,266.43109100000004,86.43109100000001,2457757.25
277,1/3/2017,21:15:00,126.79966499999999,268.672311,88.672311,2457757.260417
278,1/3/2017,21:30:00,129.736724,270.995838,90.995838,2457757.270833
279,1/3/2017,21:45:00,132.671605,273.425358,93.425358,2457757.28125
280,1/3/2017,22:00:00,135.59876200000002,275.989667,95.989667,2457757.291667
281,1/3/2017,22:15:00,138.511651,278.724324,98.724324,2457757.302083
282,1/3/2017,22:30:00,141.402323,281.67388700000004,101.673887,2457757.3125
283,1/3/2017,22:45:00,144.260846,284.894952,104.894952,2457757.322917
284,1/3/2017,23:00:00,147.074475,288.460233,108.460233,2457757.333333
285,1/3/2017,23:15:00,149.826445,292.46394100000003,112.46394099999999,2457757.34375
286,1/3/2017,23:30:00,152.494216,297.02847,117.02847,2457757.354167
287,1/3/2017,23:45:00,155.046927,302.311651,122.311651,2457757.364583
288,1/4/2017,0:00:00,157.44186200000001,308.511623,128.511623,2457757.375
289,1/4/2017,0:15:00,159.61998,315.861243,135.861243,2457757.385417
290,1/4/2017,0:30:00,161.501542,324.594229,144.594229,2457757.395833
291,1/4/2017,0:45:00,162.985362,334.855167,154.855167,2457757.40625
292,1/4/2017,1:00:00,163.95877,346.5407,166.5407,2457757.416667
293,1/4/2017,1:15:00,164.325191,359.14689300000003,179.146893,2457757.427083
294,1/4/2017,1:30:00,164.042324,11.814513999999999,191.814514,2457757.4375
295,1/4/2017,1:45:00,163.143105,23.657803,203.657803,2457757.447917
296,1/4/2017,2:00:00,161.719156,34.117471,214.117471,2457757.458333
297,1/4/2017,2:15:00,159.882995,43.044616,223.04461600000002,2457757.46875
298,1/4/2017,2:30:00,157.73819,50.561721,230.561721,2457757.479167
299,1/4/2017,2:45:00,155.367368,56.89751700000001,236.897517,2457757.489583
300,1/4/2017,3:00:00,152.832043,62.287783999999995,242.287784,2457757.5
301,1/4/2017,3:15:00,150.17678600000002,66.935874,246.935874,2457757.510417
302,1/4/2017,3:30:00,147.433775,71.004704,251.004704,2457757.520833
303,1/4/2017,3:45:00,144.62646999999998,74.620879,254.620879,2457757.53125
304,1/4/2017,4:00:00,141.772272,77.881877,257.881877,2457757.541667
305,1/4/2017,4:15:00,138.884367,80.862879,260.862879,2457757.552083
306,1/4/2017,4:30:00,135.972999,83.622321,263.622321,2457757.5625
307,1/4/2017,4:45:00,133.046334,86.20613900000001,266.206139,2457757.572917
308,1/4/2017,5:00:00,130.111071,88.650922,268.65092200000004,2457757.583333
309,1/4/2017,5:15:00,127.17286299999999,90.986244,270.986244,2457757.59375
310,1/4/2017,5:30:00,124.236626,93.236379,273.236379,2457757.604167
311,1/4/2017,5:45:00,121.30676299999999,95.421578,275.42157799999995,2457757.614583
312,1/4/2017,6:00:00,118.387328,97.559023,277.559023,2457757.625
313,1/4/2017,6:15:00,115.482161,99.663545,279.663545,2457757.635417
314,1/4/2017,6:30:00,112.59498799999999,101.748173,281.748173,2457757.645833
315,1/4/2017,6:45:00,109.72950300000001,103.824558,283.824558,2457757.65625
316,1/4/2017,7:00:00,106.889443,105.903295,285.903295,2457757.666667
317,1/4/2017,7:15:00,104.07864599999999,107.994188,287.994188,2457757.677083
318,1/4/2017,7:30:00,101.301112,110.10644099999999,290.106441,2457757.6875
319,1/4/2017,7:45:00,98.56105,112.24882099999999,292.248821,2457757.697917
320,1/4/2017,8:00:00,95.862932,114.429773,294.429773,2457757.708333
321,1/4/2017,8:15:00,93.21153699999999,116.65751200000001,296.657512,2457757.71875
322,1/4/2017,8:30:00,90.052823,118.940077,298.940077,2457757.729167
323,1/4/2017,8:45:00,87.793591,121.28536399999999,301.285364,2457757.739583
324,1/4/2017,9:00:00,85.420684,123.701126,303.701126,2457757.75
325,1/4/2017,9:15:00,83.060678,126.19493999999999,306.19494,2457757.760417
326,1/4/2017,9:30:00,80.755835,128.774138,308.774138,2457757.770833
327,1/4/2017,9:45:00,78.52516,131.44570900000002,311.44570899999997,2457757.78125
328,1/4/2017,10:00:00,76.381346,134.21614,314.21614,2457757.791667
329,1/4/2017,10:15:00,74.335177,137.09123200000002,317.091232,2457757.802083
330,1/4/2017,10:30:00,72.396912,140.075848,320.075848,2457757.8125
331,1/4/2017,10:45:00,70.57677199999999,143.173629,323.173629,2457757.822917
332,1/4/2017,11:00:00,68.88508900000001,146.386668,326.38666800000004,2457757.833333
333,1/4/2017,11:15:00,67.33228299999999,149.715156,329.715156,2457757.84375
334,1/4/2017,11:30:00,65.928751,153.157035,333.157035,2457757.854167
335,1/4/2017,11:45:00,64.68468,156.70766799999998,336.707668,2457757.864583
336,1/4/2017,12:00:00,63.609809999999996,160.359597,340.359597,2457757.875
337,1/4/2017,12:15:00,62.713148,164.102397,344.102397,2457757.885417
338,1/4/2017,12:30:00,62.002669999999995,167.922705,347.922705,2457757.895833
339,1/4/2017,12:45:00,61.485015000000004,171.804429,351.804429,2457757.90625
340,1/4/2017,13:00:00,61.165209999999995,175.729167,355.729167,2457757.916667
341,1/4/2017,13:15:00,61.046443000000004,179.676821,359.676821,2457757.927083
342,1/4/2017,13:30:00,61.129916,183.626359,3.6263589999999994,2457757.9375
343,1/4/2017,13:45:00,61.414784,187.556677,7.5566770000000005,2457757.947917
344,1/4/2017,14:00:00,61.898196999999996,191.447455,11.447455,2457757.958333
345,1/4/2017,14:15:00,62.575435,195.279946,15.279945999999999,2457757.96875
346,1/4/2017,14:30:00,63.440123,199.037619,19.037619,2457757.979167
347,1/4/2017,14:45:00,64.48449699999999,202.706614,22.706614000000002,2457757.989583
348,1/4/2017,15:00:00,65.699706,206.27598899999998,26.275989000000003,2457758.0
349,1/4/2017,15:15:00,67.07611899999999,209.73777400000003,29.737773999999998,2457758.010417
350,1/4/2017,15:30:00,68.603607,213.08685899999998,33.086859000000004,2457758.020833
351,1/4/2017,15:45:00,70.271794,216.32075899999998,36.320759,2457758.03125
352,1/4/2017,16:00:00,72.070251,219.43930099999997,39.439301,2457758.041667
353,1/4/2017,16:15:00,73.988628,222.44427599999997,42.444276,2457758.052083
354,1/4/2017,16:30:00,76.016687,225.33908399999999,45.339084,2457758.0625
